method	path	handler	file	line	section
PUT	/api/v1/admin/ops/request-errors/:id/resolve	h.Admin.Ops.ResolveRequestError	backend/internal/server/routes/admin.go	160	admin-ops
POST	/api/v1/admin/ops/request-errors/:id/retry-client	h.Admin.Ops.RetryRequestErrorClient	backend/internal/server/routes/admin.go	158	admin-ops
GET	/api/v1/admin/ops/request-errors/:id/upstream-errors	h.Admin.Ops.ListRequestErrorUpstreamErrors	backend/internal/server/routes/admin.go	157	admin-ops
POST	/api/v1/admin/ops/request-errors/:id/upstream-errors/:idx/retry	h.Admin.Ops.RetryRequestErrorUpstreamEvent	backend/internal/server/routes/admin.go	159	admin-ops
GET	/api/v1/admin/ops/requests	h.Admin.Ops.ListRequestDetails	backend/internal/server/routes/admin.go	169	admin-ops
GET	/api/v1/admin/ops/runtime/alert	h.Admin.Ops.GetAlertRuntimeSettings	backend/internal/server/routes/admin.go	123	admin-ops
PUT	/api/v1/admin/ops/runtime/alert	h.Admin.Ops.UpdateAlertRuntimeSettings	backend/internal/server/routes/admin.go	124	admin-ops
GET	/api/v1/admin/ops/runtime/logging	h.Admin.Ops.GetRuntimeLogConfig	backend/internal/server/routes/admin.go	125	admin-ops
PUT	/api/v1/admin/ops/runtime/logging	h.Admin.Ops.UpdateRuntimeLogConfig	backend/internal/server/routes/admin.go	126	admin-ops
POST	/api/v1/admin/ops/runtime/logging/reset	h.Admin.Ops.ResetRuntimeLogConfig	backend/internal/server/routes/admin.go	127	admin-ops
GET	/api/v1/admin/ops/settings/metric-thresholds	h.Admin.Ops.GetMetricThresholds	backend/internal/server/routes/admin.go	137	admin-ops
PUT	/api/v1/admin/ops/settings/metric-thresholds	h.Admin.Ops.UpdateMetricThresholds	backend/internal/server/routes/admin.go	138	admin-ops
GET	/api/v1/admin/ops/system-logs	h.Admin.Ops.ListSystemLogs	backend/internal/server/routes/admin.go	172	admin-ops
POST	/api/v1/admin/ops/system-logs/cleanup	h.Admin.Ops.CleanupSystemLogs	backend/internal/server/routes/admin.go	173	admin-ops
GET	/api/v1/admin/ops/system-logs/health	h.Admin.Ops.GetSystemLogIngestionHealth	backend/internal/server/routes/admin.go	174	admin-ops
GET	/api/v1/admin/ops/upstream-errors	h.Admin.Ops.ListUpstreamErrors	backend/internal/server/routes/admin.go	163	admin-ops
GET	/api/v1/admin/ops/upstream-errors/:id	h.Admin.Ops.GetUpstreamError	backend/internal/server/routes/admin.go	164	admin-ops
PUT	/api/v1/admin/ops/upstream-errors/:id/resolve	h.Admin.Ops.ResolveUpstreamError	backend/internal/server/routes/admin.go	166	admin-ops
POST	/api/v1/admin/ops/upstream-errors/:id/retry	h.Admin.Ops.RetryUpstreamError	backend/internal/server/routes/admin.go	165	admin-ops
GET	/api/v1/admin/ops/user-concurrency	h.Admin.Ops.GetUserConcurrencyStats	backend/internal/server/routes/admin.go	102	admin-ops
GET	/api/v1/admin/ops/ws/qps	h.Admin.Ops.QPSWSHandler	backend/internal/server/routes/admin.go	144	admin-ops
GET	/api/v1/admin/announcements	h.Admin.Announcement.List	backend/internal/server/routes/admin.go	294	admin-misc
POST	/api/v1/admin/announcements	h.Admin.Announcement.Create	backend/internal/server/routes/admin.go	295	admin-misc
DELETE	/api/v1/admin/announcements/:id	h.Admin.Announcement.Delete	backend/internal/server/routes/admin.go	298	admin-misc
GET	/api/v1/admin/announcements/:id	h.Admin.Announcement.GetByID	backend/internal/server/routes/admin.go	296	admin-misc
PUT	/api/v1/admin/announcements/:id	h.Admin.Announcement.Update	backend/internal/server/routes/admin.go	297	admin-misc
GET	/api/v1/admin/announcements/:id/read-status	h.Admin.Announcement.ListReadStatus	backend/internal/server/routes/admin.go	299	admin-misc
GET	/api/v1/admin/backups	h.Admin.Backup.ListBackups	backend/internal/server/routes/admin.go	461	admin-misc
POST	/api/v1/admin/backups	h.Admin.Backup.CreateBackup	backend/internal/server/routes/admin.go	460	admin-misc
DELETE	/api/v1/admin/backups/:id	h.Admin.Backup.DeleteBackup	backend/internal/server/routes/admin.go	463	admin-misc
GET	/api/v1/admin/backups/:id	h.Admin.Backup.GetBackup	backend/internal/server/routes/admin.go	462	admin-misc
GET	/api/v1/admin/backups/:id/download-url	h.Admin.Backup.GetDownloadURL	backend/internal/server/routes/admin.go	464	admin-misc
POST	/api/v1/admin/backups/:id/restore	h.Admin.Backup.RestoreBackup	backend/internal/server/routes/admin.go	467	admin-misc
GET	/api/v1/admin/backups/s3-config	h.Admin.Backup.GetS3Config	backend/internal/server/routes/admin.go	451	admin-misc
PUT	/api/v1/admin/backups/s3-config	h.Admin.Backup.UpdateS3Config	backend/internal/server/routes/admin.go	452	admin-misc
POST	/api/v1/admin/backups/s3-config/test	h.Admin.Backup.TestS3Connection	backend/internal/server/routes/admin.go	453	admin-misc
GET	/api/v1/admin/backups/schedule	h.Admin.Backup.GetSchedule	backend/internal/server/routes/admin.go	456	admin-misc
PUT	/api/v1/admin/backups/schedule	h.Admin.Backup.UpdateSchedule	backend/internal/server/routes/admin.go	457	admin-misc
GET	/api/v1/admin/data-management/agent/health	h.Admin.DataManagement.GetAgentHealth	backend/internal/server/routes/admin.go	427	admin-misc
GET	/api/v1/admin/data-management/backups	h.Admin.DataManagement.ListBackupJobs	backend/internal/server/routes/admin.go	442	admin-misc
POST	/api/v1/admin/data-management/backups	h.Admin.DataManagement.CreateBackupJob	backend/internal/server/routes/admin.go	441	admin-misc
GET	/api/v1/admin/data-management/backups/:job_id	h.Admin.DataManagement.GetBackupJob	backend/internal/server/routes/admin.go	443	admin-misc
GET	/api/v1/admin/data-management/config	h.Admin.DataManagement.GetConfig	backend/internal/server/routes/admin.go	428	admin-misc
PUT	/api/v1/admin/data-management/config	h.Admin.DataManagement.UpdateConfig	backend/internal/server/routes/admin.go	429	admin-misc
GET	/api/v1/admin/data-management/s3/profiles	h.Admin.DataManagement.ListS3Profiles	backend/internal/server/routes/admin.go	436	admin-misc
POST	/api/v1/admin/data-management/s3/profiles	h.Admin.DataManagement.CreateS3Profile	backend/internal/server/routes/admin.go	437	admin-misc
DELETE	/api/v1/admin/data-management/s3/profiles/:profile_id	h.Admin.DataManagement.DeleteS3Profile	backend/internal/server/routes/admin.go	439	admin-misc
PUT	/api/v1/admin/data-management/s3/profiles/:profile_id	h.Admin.DataManagement.UpdateS3Profile	backend/internal/server/routes/admin.go	438	admin-misc
POST	/api/v1/admin/data-management/s3/profiles/:profile_id/activate	h.Admin.DataManagement.SetActiveS3Profile	backend/internal/server/routes/admin.go	440	admin-misc
POST	/api/v1/admin/data-management/s3/test	h.Admin.DataManagement.TestS3	backend/internal/server/routes/admin.go	435	admin-misc
GET	/api/v1/admin/data-management/sources/:source_type/profiles	h.Admin.DataManagement.ListSourceProfiles	backend/internal/server/routes/admin.go	430	admin-misc
POST	/api/v1/admin/data-management/sources/:source_type/profiles	h.Admin.DataManagement.CreateSourceProfile	backend/internal/server/routes/admin.go	431	admin-misc
DELETE	/api/v1/admin/data-management/sources/:source_type/profiles/:profile_id	h.Admin.DataManagement.DeleteSourceProfile	backend/internal/server/routes/admin.go	433	admin-misc
PUT	/api/v1/admin/data-management/sources/:source_type/profiles/:profile_id	h.Admin.DataManagement.UpdateSourceProfile	backend/internal/server/routes/admin.go	432	admin-misc
POST	/api/v1/admin/data-management/sources/:source_type/profiles/:profile_id/activate	h.Admin.DataManagement.SetActiveSourceProfile	backend/internal/server/routes/admin.go	434	admin-misc
GET	/api/v1/admin/error-passthrough-rules	h.Admin.ErrorPassthrough.List	backend/internal/server/routes/admin.go	542	admin-misc
POST	/api/v1/admin/error-passthrough-rules	h.Admin.ErrorPassthrough.Create	backend/internal/server/routes/admin.go	544	admin-misc
DELETE	/api/v1/admin/error-passthrough-rules/:id	h.Admin.ErrorPassthrough.Delete	backend/internal/server/routes/admin.go	546	admin-misc
GET	/api/v1/admin/error-passthrough-rules/:id	h.Admin.ErrorPassthrough.GetByID	backend/internal/server/routes/admin.go	543	admin-misc
PUT	/api/v1/admin/error-passthrough-rules/:id	h.Admin.ErrorPassthrough.Update	backend/internal/server/routes/admin.go	545	admin-misc
GET	/api/v1/admin/promo-codes	h.Admin.Promo.List	backend/internal/server/routes/admin.go	383	admin-misc
POST	/api/v1/admin/promo-codes	h.Admin.Promo.Create	backend/internal/server/routes/admin.go	385	admin-misc
DELETE	/api/v1/admin/promo-codes/:id	h.Admin.Promo.Delete	backend/internal/server/routes/admin.go	387	admin-misc
GET	/api/v1/admin/promo-codes/:id	h.Admin.Promo.GetByID	backend/internal/server/routes/admin.go	384	admin-misc
PUT	/api/v1/admin/promo-codes/:id	h.Admin.Promo.Update	backend/internal/server/routes/admin.go	386	admin-misc
GET	/api/v1/admin/promo-codes/:id/usages	h.Admin.Promo.GetUsages	backend/internal/server/routes/admin.go	388	admin-misc
GET	/api/v1/admin/redeem-codes	h.Admin.Redeem.List	backend/internal/server/routes/admin.go	368	admin-misc
DELETE	/api/v1/admin/redeem-codes/:id	h.Admin.Redeem.Delete	backend/internal/server/routes/admin.go	374	admin-misc
GET	/api/v1/admin/redeem-codes/:id	h.Admin.Redeem.GetByID	backend/internal/server/routes/admin.go	371	admin-misc
POST	/api/v1/admin/redeem-codes/:id/expire	h.Admin.Redeem.Expire	backend/internal/server/routes/admin.go	376	admin-misc
POST	/api/v1/admin/redeem-codes/batch-delete	h.Admin.Redeem.BatchDelete	backend/internal/server/routes/admin.go	375	admin-misc
POST	/api/v1/admin/redeem-codes/create-and-redeem	h.Admin.Redeem.CreateAndRedeem	backend/internal/server/routes/admin.go	372	admin-misc
GET	/api/v1/admin/redeem-codes/export	h.Admin.Redeem.Export	backend/internal/server/routes/admin.go	370	admin-misc
POST	/api/v1/admin/redeem-codes/generate	h.Admin.Redeem.Generate	backend/internal/server/routes/admin.go	373	admin-misc
GET	/api/v1/admin/redeem-codes/stats	h.Admin.Redeem.GetStats	backend/internal/server/routes/admin.go	369	admin-misc
POST	/api/v1/admin/scheduled-test-plans	h.Admin.ScheduledTest.Create	backend/internal/server/routes/admin.go	530	admin-misc
DELETE	/api/v1/admin/scheduled-test-plans/:id	h.Admin.ScheduledTest.Delete	backend/internal/server/routes/admin.go	532	admin-misc
PUT	/api/v1/admin/scheduled-test-plans/:id	h.Admin.ScheduledTest.Update	backend/internal/server/routes/admin.go	531	admin-misc
GET	/api/v1/admin/scheduled-test-plans/:id/results	h.Admin.ScheduledTest.ListResults	backend/internal/server/routes/admin.go	533	admin-misc
GET	/api/v1/admin/system/check-updates	h.Admin.System.CheckUpdates	backend/internal/server/routes/admin.go	475	admin-misc
POST	/api/v1/admin/system/restart	h.Admin.System.RestartService	backend/internal/server/routes/admin.go	478	admin-misc
POST	/api/v1/admin/system/rollback	h.Admin.System.Rollback	backend/internal/server/routes/admin.go	477	admin-misc
POST	/api/v1/admin/system/update	h.Admin.System.PerformUpdate	backend/internal/server/routes/admin.go	476	admin-misc
GET	/api/v1/admin/system/version	h.Admin.System.GetVersion	backend/internal/server/routes/admin.go	474	admin-misc
GET	/api/v1/admin/usage	h.Admin.Usage.List	backend/internal/server/routes/admin.go	505	admin-misc
GET	/api/v1/admin/usage/cleanup-tasks	h.Admin.Usage.ListCleanupTasks	backend/internal/server/routes/admin.go	509	admin-misc
POST	/api/v1/admin/usage/cleanup-tasks	h.Admin.Usage.CreateCleanupTask	backend/internal/server/routes/admin.go	510	admin-misc
POST	/api/v1/admin/usage/cleanup-tasks/:id/cancel	h.Admin.Usage.CancelCleanupTask	backend/internal/server/routes/admin.go	511	admin-misc
GET	/api/v1/admin/usage/search-api-keys	h.Admin.Usage.SearchAPIKeys	backend/internal/server/routes/admin.go	508	admin-misc
GET	/api/v1/admin/usage/search-users	h.Admin.Usage.SearchUsers	backend/internal/server/routes/admin.go	507	admin-misc
GET	/api/v1/admin/usage/stats	h.Admin.Usage.Stats	backend/internal/server/routes/admin.go	506	admin-misc
GET	/api/v1/admin/user-attributes	h.Admin.UserAttribute.ListDefinitions	backend/internal/server/routes/admin.go	518	admin-misc
POST	/api/v1/admin/user-attributes	h.Admin.UserAttribute.CreateDefinition	backend/internal/server/routes/admin.go	519	admin-misc
DELETE	/api/v1/admin/user-attributes/:id	h.Admin.UserAttribute.DeleteDefinition	backend/internal/server/routes/admin.go	523	admin-misc
PUT	/api/v1/admin/user-attributes/:id	h.Admin.UserAttribute.UpdateDefinition	backend/internal/server/routes/admin.go	522	admin-misc
POST	/api/v1/admin/user-attributes/batch	h.Admin.UserAttribute.GetBatchUserAttributes	backend/internal/server/routes/admin.go	520	admin-misc
PUT	/api/v1/admin/user-attributes/reorder	h.Admin.UserAttribute.ReorderDefinitions	backend/internal/server/routes/admin.go	521	admin-misc
